ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
7224,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,200000,1,Tidak,"Kawah belerang, Hutan lebat, Artefak kuno","Jalur licin saat hujan, Mendaki punggungan bukit","Area camping, Shelter","Akses sulit, perlu off-road",Pemandangan kawah,Musim Kemarau Awal,2.6
7225,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,900000,6,Ya,"Bukit savana, Lautan pasir, Danau indah",Jalur licin saat hujan,Penginapan sederhana,Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Hindari Musim Hujan,3.5
7226,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,900000,5,Ya,Hamparan savana,"Tangga alami, Beberapa tanjakan curam","Penginapan sederhana, Toilet",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,3.4
7227,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,600000,6,Tergantung Musim,Pemandangan kota dari ketinggian,Melintasi padang edelweis,Area parkir,Membutuhkan ojek lokal,Sunset view,Musim Kemarau Awal,4.7
7228,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,900000,5,Ya,"View matahari terbit, Jalur menantang","Trek berbatu, Tanjakan terjal","Basecamp dasar, Toilet, Penginapan sederhana",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Hindari Musim Hujan,3.6
7229,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,1200000,4,Tergantung Musim,Banyak air terjun kecil,"Trek berbatu, Medan terbuka tanpa naungan",Toilet,Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Musim Semi,4.1
7230,Kawi,Malang,2551,Sedang,Tidak,1,300000,2,Tergantung Musim,Peninggalan sejarah,Medan terbuka tanpa naungan,Mushola,"Akses sulit, perlu off-road",Sunset view,Kemarau,3.6
7231,Lawu,Magetan,3265,Sulit,Tidak,2,600000,5,Ya,Jalur menantang,Jalur berlumpur,Basecamp dasar,Dekat jalan raya utama,Hutan hijau lebat,Musim Semi,4.9
7232,Baluran,Situbondo,1247,Mudah,Ya,1,300000,0,Tidak,Matahari terbit,Jalur aman dan terpelihara,Warung,Mudah dijangkau kendaraan umum,Pemandangan kota,Sepanjang Tahun,3.4
7233,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,1,450000,3,Tergantung Musim,View matahari terbit,Jalur panjang dan melelahkan,Jasa porter,Dekat jalan raya utama,Pemandangan danau,Musim Semi,4.8
7234,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,3,600000,4,Tidak,Pasir vulkanik,"Beberapa tanjakan curam, Jalur berpasir vulkanik",Pusat informasi,Membutuhkan ojek lokal,Hutan hijau lebat,Kemarau,3.1
7235,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,2,600000,2,Tidak,Ranu Kumbolo,"Banyak bonus pemandangan, Jalur panjang dan melelahkan","Penginapan sederhana, Toilet",Jalur pedesaan yang sempit,Pemandangan laut,Kemarau,4.9
7236,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,900000,4,Ya,Hutan hujan tropis,Jalur berpasir vulkanik,"Pusat informasi, Sumber air, Basecamp dasar","Akses sulit, perlu off-road",Pemandangan perkebunan,Musim Kemarau Awal,4.7
7237,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,1,300000,4,Tidak,Panorama kota,Jalur panjang dan melelahkan,"Area parkir, Area camping, Penyewaan alat camping",Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Hindari Musim Hujan,3.7
7238,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,900000,6,Tergantung Musim,"Danau alami, Banyak air terjun kecil","Medan berbatu, Jalur panjang dan melelahkan",Sumber air,"Akses sulit, perlu off-road",Pemandangan perkebunan,Musim Semi,3.7
7239,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,100000,1,Tidak,"Peninggalan sejarah, View matahari terbit, Lautan pasir","Beberapa tanjakan curam, Medan terbuka tanpa naungan, Jalur aman dan terpelihara",Mushola,Jalur pedesaan yang sempit,Pemandangan perkebunan,Sepanjang Tahun,5.0
7240,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,900000,6,Ya,"Pemandangan kota dari ketinggian, Bukit savana, Adat istiadat unik","Jalur curam di beberapa titik, Hutan lebat dan lembab","Mushola, Warung, Sumber air",Membutuhkan kendaraan pribadi,Savana,Hindari Musim Hujan,4.1
7241,Panderman,Batu,2045,Sedang,Ya,2,300000,2,Tergantung Musim,Danau alami,"Jalur licin saat hujan, Jalur landai, Tanjakan terjal","Shelter, Jasa porter",Membutuhkan ojek lokal,Pemandangan kawah,Sepanjang Tahun,3.4
7242,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,200000,1,Tidak,Hutan pinus,"Jalur panjang dan melelahkan, Beberapa tanjakan curam",Sumber air,"Akses sulit, perlu off-road",Pemandangan laut,Musim Semi,3.3
7243,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,600000,5,Tergantung Musim,"Matahari terbit, Panorama kota","Hutan lebat dan lembab, Variasi medan dataran rendah","Petugas siaga, Pusat informasi, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan kawah,Hindari Musim Hujan,5.0
7244,Ijen,Banyuwangi,2386,Mudah,Ya,1,100000,1,Tidak,"Pemandangan kota dari ketinggian, Danau kawah","Medan berbatu, Jalur panjang dan melelahkan","Area parkir, Warung",Mudah dijangkau kendaraan umum,Pemandangan kawah,Sepanjang Tahun,4.4
7245,Panderman,Batu,2045,Mudah,Ya,2,200000,2,Tidak,"Hamparan savana, Puncak tertinggi, Jalur populer",Variasi medan dataran rendah,"Petugas siaga, Pos pendakian lengkap, Sumber air","Akses sulit, perlu off-road",Pemandangan kota,Kemarau,3.4
7246,Blorobrubuh,Mojokerto,2282,Sedang,Ya,2,450000,3,Tidak,"Puncak tertinggi, Pemandangan kawah, Spot sunrise terbaik","Beberapa tanjakan curam, Jalur berpasir vulkanik",Pusat informasi,"Akses sulit, perlu off-road",Pemandangan pegunungan,Kemarau,2.8
7247,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,100000,2,Tidak,"Situs purbakala, Banyak air terjun kecil",Jalur landai,"Penginapan sederhana, Area camping, Jasa porter",Dekat jalan raya utama,Pemandangan pegunungan,Musim Kemarau Awal,4.1
7248,Baluran,Situbondo,1247,Mudah,Ya,2,100000,1,Tidak,Panorama kota,"Melintasi jalur rel kereta api tua, Medan berbatu","Area camping, Mushola, Jasa porter",Jalur pedesaan yang sempit,Hutan hijau lebat,Musim Kemarau Awal,3.2
7249,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,300000,2,Tidak,Panorama kota,"Mendaki punggungan bukit, Jalur berlumpur, Beberapa tanjakan curam","Jasa porter, Warung",Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Kemarau Awal,2.9
7250,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,600000,4,Ya,City lights,"Medan terbuka tanpa naungan, Jalur berpasir vulkanik, Melewati sungai kecil",Warung,"Akses sulit, perlu off-road",Hutan hijau lebat,Musim Semi,4.4
7251,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,3,450000,4,Tergantung Musim,View matahari terbit,"Medan terbuka tanpa naungan, Tangga alami, Variasi medan dataran rendah",Area parkir,Dekat jalan raya utama,Pemandangan danau,Hindari Musim Hujan,3.8
7252,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,1,600000,4,Tergantung Musim,"Kawah belerang, View matahari terbit","Area padang rumput, Medan terbuka tanpa naungan",Penginapan sederhana,Membutuhkan ojek lokal,Pemandangan kota,Sepanjang Tahun,3.5
7253,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,3,450000,3,Tidak,"Padang savana luas, Panorama kota, Air terjun alami",Tangga alami,"Area parkir, Penginapan sederhana",Dekat jalan raya utama,Pemandangan perkebunan,Musim Semi,3.9
7254,Butak,Malang; Blitar,2868,Sedang,Ya,2,450000,3,Tidak,"Panorama kota, Lautan pasir","Tanjakan terjal, Jalur aman dan terpelihara, Jalur landai","Jasa porter, Area camping, Sumber air","Akses sulit, perlu off-road",Savana,Hindari Musim Hujan,3.6
7255,Panderman,Batu,2045,Mudah,Ya,2,100000,1,Tidak,"Budaya lokal kental, Padang savana luas","Medan terbuka tanpa naungan, Melintasi jalur rel kereta api tua, Beberapa tanjakan curam","Warung, Area parkir","Akses sulit, perlu off-road",Pemandangan danau,Hindari Musim Hujan,3.6
7256,Argoyayang,Jombang; Malang,2162,Sedang,Tidak,1,600000,4,Tidak,"Banyak air terjun kecil, Hutan hujan tropis, Budaya lokal kental",Medan berbatu,"Penyewaan alat camping, Basecamp dasar",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Hindari Musim Hujan,2.5
7257,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,900000,4,Ya,"Kawah belerang, Hutan hujan tropis, Bukit savana","Melintasi padang edelweis, Jalur berlumpur","Petugas siaga, Toilet",Membutuhkan ojek lokal,Pemandangan kawah,Sepanjang Tahun,5.0
7258,Panderman,Batu,2045,Sedang,Tidak,3,450000,2,Tidak,"Budaya lokal kental, Hutan lebat",Melewati sungai kecil,Toilet,Jalur pedesaan yang sempit,Pemandangan danau,Kemarau,4.1
7259,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,3,450000,3,Tergantung Musim,Matahari terbit,"Melintasi jalur rel kereta api tua, Jalur aman dan terpelihara","Penginapan sederhana, Mushola",Mudah dijangkau kendaraan umum,Pemandangan kota,Sepanjang Tahun,5.0
7260,Baluran,Situbondo,1247,Mudah,Ya,2,300000,1,Tidak,Danau indah,Medan terbuka tanpa naungan,"Area camping, Shelter",Membutuhkan kendaraan pribadi,Pemandangan danau,Hindari Musim Hujan,4.0
7261,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,1,Tidak,Candi kuno,"Jalur curam di beberapa titik, Jalur landai",Area parkir,"Akses sulit, perlu off-road",Hutan hijau lebat,Musim Semi,4.4
7262,Lawu,Magetan,3265,Sulit,Tidak,3,900000,6,Ya,"Bukit savana, Air terjun tersembunyi","Medan berbatu, Trek berbatu","Petugas siaga, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan kawah,Kemarau,4.6
7263,Berungkal,Lumajang,1040,Mudah,Ya,1,100000,0,Tidak,"Pemandangan kota dari ketinggian, Pemandangan kawah","Melewati sungai kecil, Jalur panjang dan melelahkan, Jalur landai",Petugas siaga,"Akses sulit, perlu off-road",Pemandangan danau,Hindari Musim Hujan,3.1
7264,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Tidak,1,600000,2,Tidak,"Air terjun tersembunyi, Danau kawah","Jalur curam di beberapa titik, Mendaki punggungan bukit",Pusat informasi,Jalur pedesaan yang sempit,Sunset view,Hindari Musim Hujan,3.5
7265,Panderman,Batu,2045,Mudah,Ya,2,100000,0,Tidak,"Hamparan savana, Air terjun alami, Artefak kuno","Jalur curam di beberapa titik, Jalur berlumpur, Variasi medan dataran rendah","Toilet, Mushola, Area parkir","Akses sulit, perlu off-road",Sunset view,Kemarau,4.0
7266,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,100000,1,Tidak,"Danau kawah, Jalur alternatif, Adat istiadat unik","Medan terbuka tanpa naungan, Tanjakan terjal, Melewati sungai kecil","Area parkir, Pos pendakian lengkap, Pusat informasi",Dekat jalan raya utama,Pemandangan laut,Musim Semi,3.3
7267,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,900000,4,Ya,"Pemandangan kota dari ketinggian, Budaya lokal kental, Jalur populer",Tanjakan terjal,"Petugas siaga, Pusat informasi, Mushola",Mudah dijangkau kendaraan umum,Pemandangan laut,Sepanjang Tahun,4.2
7268,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,1,600000,3,Tergantung Musim,"Puncak kembar, Flora dan fauna unik, Banyak air terjun kecil","Jalur berlumpur, Jalur panjang dan melelahkan, Trek berbatu","Area camping, Penginapan sederhana",Dekat jalan raya utama,Pemandangan perkebunan,Musim Kemarau Awal,3.1
7269,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,600000,5,Tergantung Musim,Puncak ikonik,"Area padang rumput, Tanjakan terjal, Jalur aman dan terpelihara","Penginapan sederhana, Sumber air, Area parkir",Membutuhkan ojek lokal,Pemandangan perkebunan,Sepanjang Tahun,4.6
7270,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,1200000,6,Ya,"View matahari terbit, Kawah belerang, Jalur utama","Medan terbuka tanpa naungan, Jalur berpasir vulkanik","Penginapan sederhana, Area parkir",Mudah dijangkau kendaraan umum,Pemandangan kota,Kemarau,3.2
7271,Arjuno,Malang,3339,Sulit,Tidak,3,900000,6,Tergantung Musim,Danau alami,"Jalur landai, Mendaki punggungan bukit","Shelter, Sumber air",Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,4.8
7272,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,1200000,4,Ya,"Spot sunrise terbaik, Pemandangan kawah, Panorama kota",Mendaki punggungan bukit,Pos pendakian lengkap,Jalur pedesaan yang sempit,Hutan hijau lebat,Sepanjang Tahun,4.8
7273,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,200000,2,Tidak,"Puncak tertinggi, Peninggalan sejarah",Melewati sungai kecil,"Petugas siaga, Basecamp dasar",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Musim Semi,2.7
7274,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,1200000,6,Tergantung Musim,"Jalur populer, Pemandangan kawah, Pasir vulkanik","Medan terbuka tanpa naungan, Melewati sungai kecil","Shelter, Warung",Mudah dijangkau kendaraan umum,Savana,Musim Semi,3.8
7275,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,300000,1,Tidak,"Puncak kembar, Situs purbakala, Adat istiadat unik","Tanjakan terjal, Jalur berpasir vulkanik","Petugas siaga, Toilet",Membutuhkan kendaraan pribadi,Pemandangan laut,Sepanjang Tahun,2.5
7276,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,600000,6,Ya,"Danau indah, Kawah aktif, Jalur alternatif","Jalur licin saat hujan, Melintasi padang edelweis, Jalur berpasir vulkanik",Pos pendakian lengkap,Membutuhkan kendaraan pribadi,Sunset view,Hindari Musim Hujan,3.8
7277,Baluran,Situbondo,1247,Mudah,Ya,1,300000,1,Tidak,"Panorama kota, Lautan pasir","Banyak bonus pemandangan, Jalur panjang dan melelahkan","Area parkir, Pusat informasi",Membutuhkan ojek lokal,Savana,Sepanjang Tahun,3.0
7278,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,100000,2,Tidak,"Danau indah, Savana hijau",Jalur berlumpur,"Petugas siaga, Pusat informasi",Dekat jalan raya utama,Pemandangan laut,Sepanjang Tahun,2.6
7279,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,3,600000,3,Tidak,"Hamparan savana, Peninggalan sejarah, Jalur alternatif","Beberapa tanjakan curam, Melintasi padang edelweis, Jalur berlumpur",Mushola,Dekat jalan raya utama,Savana,Sepanjang Tahun,4.4
7280,Berungkal,Lumajang,1040,Mudah,Ya,2,200000,2,Tidak,"View matahari terbit, Danau alami","Medan terbuka tanpa naungan, Jalur curam di beberapa titik, Jalur berlumpur","Pusat informasi, Petugas siaga, Warung","Akses sulit, perlu off-road",Hutan hijau lebat,Kemarau,3.2
7281,Butak,Malang; Blitar,2868,Sedang,Tidak,2,450000,3,Tergantung Musim,"Puncak tertinggi, Danau kawah",Trek berbatu,"Penginapan sederhana, Basecamp dasar",Membutuhkan ojek lokal,Savana,Hindari Musim Hujan,3.9
7282,Blorobrubuh,Mojokerto,2282,Sedang,Ya,1,600000,4,Tergantung Musim,"Ranu Kumbolo, Jalur alternatif, Spot sunrise terbaik",Mendaki punggungan bukit,"Jasa porter, Warung",Dekat jalan raya utama,Pemandangan kawah,Musim Kemarau Awal,2.8
7283,Argoyayang,Jombang; Malang,2162,Sedang,Ya,3,600000,3,Tergantung Musim,Desa adat,Jalur curam di beberapa titik,"Sumber air, Pusat informasi, Penginapan sederhana",Membutuhkan ojek lokal,Pemandangan laut,Musim Kemarau Awal,3.4
7284,Liman,Ponorogo; Nganjuk,2563,Sedang,Tidak,1,300000,3,Tidak,Puncak ikonik,Hutan lebat dan lembab,Pusat informasi,Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,3.6
7285,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,300000,1,Tidak,"Candi kuno, Jalur populer",Tanjakan terjal,"Penginapan sederhana, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Kemarau Awal,2.7
7286,Arjuno,Malang,3339,Sulit,Tidak,2,600000,5,Ya,"Hutan hujan tropis, Air terjun alami",Beberapa tanjakan curam,"Pos pendakian lengkap, Sumber air",Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,3.9
7287,Baluran,Situbondo,1247,Mudah,Ya,1,300000,2,Tidak,Banyak air terjun kecil,"Beberapa tanjakan curam, Melintasi jalur rel kereta api tua","Pos pendakian lengkap, Sumber air, Mushola",Dekat jalan raya utama,Pemandangan perkebunan,Musim Kemarau Awal,3.4
7288,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,300000,0,Tidak,"Jalur utama, Savana hijau, Hutan pinus",Jalur landai,"Sumber air, Petugas siaga, Warung","Akses sulit, perlu off-road",Pemandangan danau,Kemarau,5.0
7289,Baluran,Situbondo,1247,Mudah,Ya,1,100000,1,Tidak,"Matahari terbit, Banyak air terjun kecil",Mendaki punggungan bukit,"Petugas siaga, Area camping","Akses sulit, perlu off-road",Savana,Musim Semi,3.9
7290,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,1,600000,4,Tergantung Musim,"Pemandangan kawah, Jalur populer","Melewati sungai kecil, Jalur landai","Basecamp dasar, Area camping, Warung","Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,3.2
7291,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,1,600000,4,Tergantung Musim,City lights,"Jalur landai, Mendaki punggungan bukit",Penyewaan alat camping,"Akses sulit, perlu off-road",Pemandangan kota,Kemarau,4.2
7292,Lawu,Magetan,3265,Sulit,Tidak,4,600000,5,Ya,Artefak kuno,"Melintasi padang edelweis, Jalur panjang dan melelahkan","Pos pendakian lengkap, Shelter, Penginapan sederhana",Dekat jalan raya utama,Pemandangan perkebunan,Hindari Musim Hujan,5.0
7293,Panderman,Batu,2045,Sedang,Tidak,1,300000,2,Tidak,"Savana hijau, Banyak air terjun kecil","Jalur landai, Tanjakan terjal",Sumber air,Dekat jalan raya utama,Pemandangan perkebunan,Musim Kemarau Awal,4.0
7294,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,1200000,5,Tergantung Musim,Lautan pasir,Jalur panjang dan melelahkan,"Pusat informasi, Penginapan sederhana",Jalur pedesaan yang sempit,Pemandangan pegunungan,Musim Kemarau Awal,3.6
7295,Butak,Malang; Blitar,2868,Sulit,Tidak,2,600000,5,Tergantung Musim,Banyak air terjun kecil,"Jalur panjang dan melelahkan, Jalur landai, Trek berbatu",Shelter,Dekat jalan raya utama,Pemandangan pegunungan,Sepanjang Tahun,3.7
7296,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,1,600000,2,Tidak,Hutan lebat,"Trek berbatu, Jalur landai, Medan berbatu","Toilet, Sumber air",Dekat jalan raya utama,Pemandangan pegunungan,Musim Semi,4.5
7297,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,100000,0,Tidak,"Pemandangan kota dari ketinggian, Puncak kembar","Jalur berpasir vulkanik, Melintasi jalur rel kereta api tua",Mushola,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Hindari Musim Hujan,3.4
7298,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,300000,2,Tidak,"Pemandangan kota dari ketinggian, Puncak ikonik","Medan terbuka tanpa naungan, Variasi medan dataran rendah","Toilet, Penginapan sederhana, Basecamp dasar","Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,3.1
7299,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,200000,2,Tidak,"Pasir vulkanik, Puncak tertinggi","Beberapa tanjakan curam, Jalur licin saat hujan, Tanjakan terjal","Warung, Shelter, Pos pendakian lengkap",Jalur pedesaan yang sempit,Savana,Kemarau,3.7
7300,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,100000,1,Tidak,"Hamparan savana, Jalur alternatif","Melintasi padang edelweis, Jalur panjang dan melelahkan","Sumber air, Pusat informasi, Petugas siaga",Dekat jalan raya utama,Savana,Musim Semi,3.4
7301,Arjuno,Malang,3339,Sulit,Tidak,3,900000,6,Tergantung Musim,"Danau alami, Bukit savana, Air terjun tersembunyi",Beberapa tanjakan curam,Mushola,Dekat jalan raya utama,Pemandangan pegunungan,Musim Semi,4.5
7302,Kawi,Malang,2551,Sedang,Tidak,3,450000,4,Tidak,"Ranu Kumbolo, Adat istiadat unik, Hutan lebat","Jalur aman dan terpelihara, Jalur licin saat hujan","Sumber air, Penyewaan alat camping",Dekat jalan raya utama,Pemandangan kota,Musim Semi,3.6
7303,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,200000,0,Tidak,"Matahari terbit, Gurun pasir, Jalur menantang","Banyak bonus pemandangan, Jalur aman dan terpelihara","Mushola, Area parkir","Akses sulit, perlu off-road",Pemandangan danau,Kemarau,3.1
7304,Arjuno,Malang,3339,Sulit,Tidak,2,1200000,5,Tergantung Musim,Panorama kota,Jalur berpasir vulkanik,Sumber air,Mudah dijangkau kendaraan umum,Pemandangan kawah,Sepanjang Tahun,4.3
7305,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,4,1200000,6,Ya,Ranu Kumbolo,"Medan terbuka tanpa naungan, Area padang rumput, Jalur aman dan terpelihara","Area parkir, Warung, Mushola",Jalur pedesaan yang sempit,Pemandangan kota,Musim Kemarau Awal,4.0
7306,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,600000,5,Ya,Lautan pasir,Jalur berlumpur,Sumber air,Dekat jalan raya utama,Pemandangan perkebunan,Musim Semi,4.7
7307,Kawi,Malang,2551,Sulit,Tidak,3,1200000,4,Ya,Hutan pinus,Jalur berpasir vulkanik,"Area parkir, Jasa porter, Basecamp dasar","Akses sulit, perlu off-road",Hutan hijau lebat,Musim Kemarau Awal,3.7
7308,Ijen,Banyuwangi,2386,Sedang,Tidak,3,300000,2,Tergantung Musim,"Hutan pinus, Budaya lokal kental, Kawah vulkanik","Jalur landai, Medan terbuka tanpa naungan, Melintasi jalur rel kereta api tua","Toilet, Petugas siaga, Area parkir",Dekat jalan raya utama,Sunset view,Hindari Musim Hujan,5.0
7309,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,4,900000,6,Ya,"Pasir vulkanik, Budaya lokal kental, Hamparan savana","Beberapa tanjakan curam, Tangga alami",Shelter,"Akses sulit, perlu off-road",Savana,Hindari Musim Hujan,4.3
7310,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,900000,4,Tergantung Musim,"Desa adat, Peninggalan sejarah, Ranu Kumbolo","Jalur landai, Jalur aman dan terpelihara","Area parkir, Mushola",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Sepanjang Tahun,2.9
7311,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,4,1200000,5,Tergantung Musim,"Air terjun tersembunyi, Puncak tertinggi, Savana hijau","Medan berbatu, Area padang rumput, Banyak bonus pemandangan",Petugas siaga,Mudah dijangkau kendaraan umum,Pemandangan laut,Musim Kemarau Awal,4.3
7312,Baluran,Situbondo,1247,Mudah,Ya,1,100000,0,Tidak,"Air terjun tersembunyi, Danau kawah, Lautan pasir","Area padang rumput, Melewati sungai kecil",Area parkir,Membutuhkan ojek lokal,Pemandangan pegunungan,Hindari Musim Hujan,3.3
7313,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,1200000,4,Tergantung Musim,"Situs purbakala, Kawah aktif","Jalur aman dan terpelihara, Jalur curam di beberapa titik",Pos pendakian lengkap,"Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,4.6
7314,Lawu,Magetan,3265,Sulit,Tidak,4,1200000,5,Tergantung Musim,Savana hijau,Melintasi jalur rel kereta api tua,"Penginapan sederhana, Warung, Area camping",Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Semi,4.5
7315,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,100000,1,Tidak,"Jalur populer, Bukit savana, Banyak air terjun kecil","Jalur landai, Tanjakan terjal",Toilet,Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Sepanjang Tahun,2.4
7316,Baluran,Situbondo,1247,Mudah,Ya,2,300000,0,Tidak,"Spot sunrise terbaik, Kawah aktif, Hamparan savana","Hutan lebat dan lembab, Tangga alami, Jalur curam di beberapa titik","Shelter, Area camping, Penyewaan alat camping",Jalur pedesaan yang sempit,Sunset view,Musim Semi,3.2
7317,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,3,600000,4,Tergantung Musim,"Air terjun tersembunyi, Jalur utama",Beberapa tanjakan curam,"Toilet, Petugas siaga, Warung",Membutuhkan ojek lokal,Sunset view,Hindari Musim Hujan,3.4
7318,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,900000,5,Ya,"Banyak air terjun kecil, City lights","Jalur berlumpur, Medan terbuka tanpa naungan",Toilet,"Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,3.7
7319,Blorobrubuh,Mojokerto,2282,Sedang,Ya,2,300000,2,Tergantung Musim,"Puncak tertinggi, Budaya lokal kental","Banyak bonus pemandangan, Melintasi jalur rel kereta api tua, Area padang rumput","Penyewaan alat camping, Pusat informasi, Sumber air","Akses sulit, perlu off-road",Pemandangan kawah,Sepanjang Tahun,3.5
7320,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,4,1200000,6,Ya,Puncak kembar,"Melewati sungai kecil, Jalur berlumpur, Melintasi padang edelweis",Toilet,Jalur pedesaan yang sempit,Pemandangan danau,Hindari Musim Hujan,3.8
7321,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,2,Tidak,"Gurun pasir, Puncak tertinggi, Danau kawah",Variasi medan dataran rendah,Warung,Mudah dijangkau kendaraan umum,Savana,Hindari Musim Hujan,4.5
