ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
8137,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,250000,4,Tergantung Musim,"Danau alami, Pasir vulkanik",Variasi medan dataran rendah,"Basecamp dasar, Area parkir",Membutuhkan kendaraan pribadi,Sunset view,Kemarau,4.0
8138,Arjuno,Malang,3339,Sulit,Tidak,2,600000,5,Tergantung Musim,"Danau indah, Kawah aktif",Jalur berlumpur,"Area camping, Shelter",Dekat jalan raya utama,Pemandangan kawah,Kemarau,4.7
8139,Arjuno,Malang,3339,Sangat Sulit,Tidak,5,1500000,4,Tidak,"Flora dan fauna unik, Jalur alternatif","Area padang rumput, Mendaki punggungan bukit, Medan berbatu",Mushola,Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Sepanjang Tahun,4.8
8140,Panderman,Batu,2045,Mudah,Ya,1,300000,2,Tidak,"Kawah belerang, Budaya lokal kental, Puncak ikonik","Jalur berpasir vulkanik, Melintasi padang edelweis",Shelter,Membutuhkan kendaraan pribadi,Savana,Musim Semi,4.0
8141,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,400000,4,Tergantung Musim,"Puncak ikonik, Savana hijau","Melintasi jalur rel kereta api tua, Variasi medan dataran rendah, Melewati sungai kecil","Area camping, Penginapan sederhana",Membutuhkan kendaraan pribadi,Pemandangan kawah,Hindari Musim Hujan,2.9
8142,Raung,Bondowoso; Jember; Banyuwangi,3244,Sangat Sulit,Tidak,4,1500000,4,Tidak,Puncak kembar,"Trek berbatu, Mendaki punggungan bukit, Melintasi padang edelweis",Shelter,Membutuhkan kendaraan pribadi,Pemandangan laut,Kemarau,4.4
8143,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,3,700000,4,Tidak,"Candi kuno, Spot sunrise terbaik, Banyak air terjun kecil","Mendaki punggungan bukit, Jalur panjang dan melelahkan, Jalur berlumpur","Basecamp dasar, Area parkir",Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Semi,4.3
8144,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,1,350000,4,Tergantung Musim,"Puncak ikonik, Kawah vulkanik","Jalur landai, Variasi medan dataran rendah, Jalur berlumpur","Warung, Basecamp dasar",Dekat jalan raya utama,Pemandangan danau,Musim Semi,3.9
8145,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,250000,3,Tidak,"Adat istiadat unik, Puncak ikonik",Trek berbatu,"Jasa porter, Basecamp dasar",Dekat jalan raya utama,Pemandangan perkebunan,Musim Semi,3.3
8146,Ijen,Banyuwangi,2386,Mudah,Ya,1,300000,3,Tidak,"Desa adat, Danau indah, View matahari terbit","Jalur panjang dan melelahkan, Jalur licin saat hujan, Tanjakan terjal",Mushola,Dekat jalan raya utama,Hutan hijau lebat,Musim Kemarau Awal,4.8
8147,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,300000,1,Tidak,"Jalur populer, Panorama kota, Padang savana luas","Tanjakan terjal, Medan berbatu, Melintasi padang edelweis",Shelter,Membutuhkan ojek lokal,Pemandangan kota,Hindari Musim Hujan,2.6
8148,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,250000,1,Tidak,"Hutan hujan tropis, Puncak tertinggi","Jalur berlumpur, Mendaki punggungan bukit, Jalur panjang dan melelahkan",Area parkir,Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Sepanjang Tahun,3.5
8149,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,5,Ya,Danau alami,"Area padang rumput, Banyak bonus pemandangan, Tanjakan terjal",Penginapan sederhana,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Kemarau,4.3
8150,Ijen,Banyuwangi,2386,Sedang,Tidak,2,450000,2,Tergantung Musim,Puncak ikonik,Medan berbatu,"Basecamp dasar, Toilet, Shelter",Dekat jalan raya utama,Pemandangan danau,Kemarau,4.2
8151,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,300000,1,Tidak,"Pemandangan kota dari ketinggian, Gurun pasir","Jalur berpasir vulkanik, Jalur aman dan terpelihara","Basecamp dasar, Sumber air, Area parkir",Membutuhkan kendaraan pribadi,Savana,Sepanjang Tahun,3.8
8152,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,600000,3,Tergantung Musim,"Danau alami, Gurun pasir","Hutan lebat dan lembab, Tangga alami",Pos pendakian lengkap,"Akses sulit, perlu off-road",Sunset view,Kemarau,4.4
8153,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,450000,4,Tidak,"Jalur menantang, Flora dan fauna unik, Adat istiadat unik","Medan berbatu, Melintasi padang edelweis, Medan terbuka tanpa naungan","Sumber air, Pusat informasi",Membutuhkan ojek lokal,Sunset view,Kemarau,4.2
8154,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,200000,2,Tidak,Situs purbakala,"Jalur landai, Trek berbatu","Area parkir, Jasa porter, Shelter","Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,3.4
8155,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,600000,4,Ya,"Candi kuno, Pemandangan kota dari ketinggian",Jalur berpasir vulkanik,Area camping,Dekat jalan raya utama,Hutan hijau lebat,Sepanjang Tahun,5.0
8156,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,3,900000,6,Tidak,"Hamparan savana, Situs purbakala, Adat istiadat unik",Medan berbatu,"Petugas siaga, Area camping","Akses sulit, perlu off-road",Pemandangan perkebunan,Hindari Musim Hujan,3.9
8157,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,2,Tidak,"Pemandangan sunrise, Danau indah, Pemandangan kota dari ketinggian",Jalur panjang dan melelahkan,"Mushola, Area parkir, Pusat informasi","Akses sulit, perlu off-road",Pemandangan kota,Musim Semi,3.8
8158,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,400000,5,Ya,"Pemandangan sunrise, Air terjun tersembunyi",Jalur curam di beberapa titik,"Area camping, Petugas siaga","Akses sulit, perlu off-road",Pemandangan danau,Musim Kemarau Awal,3.9
8159,Semeru,Malang; Lumajang,3676,Sangat Sulit,Tidak,3,1000000,6,Tidak,Air terjun alami,"Tangga alami, Variasi medan dataran rendah","Jasa porter, Basecamp dasar, Sumber air",Jalur pedesaan yang sempit,Sunset view,Hindari Musim Hujan,4.7
8160,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,250000,3,Tidak,"Padang savana luas, Hutan lebat","Jalur landai, Jalur curam di beberapa titik","Area parkir, Basecamp dasar, Pos pendakian lengkap",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Kemarau,3.6
8161,Arjuno,Malang,3339,Sangat Sulit,Tidak,3,1500000,6,Tidak,"Danau kawah, Banyak air terjun kecil, Situs purbakala","Mendaki punggungan bukit, Melintasi jalur rel kereta api tua","Shelter, Toilet",Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Musim Semi,4.0
8162,Panderman,Batu,2045,Mudah,Ya,2,150000,1,Tidak,Desa adat,"Tangga alami, Tanjakan terjal, Jalur landai",Warung,Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Hindari Musim Hujan,4.1
8163,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,1,250000,2,Tidak,Budaya lokal kental,Jalur landai,Basecamp dasar,Membutuhkan ojek lokal,Pemandangan danau,Hindari Musim Hujan,5.0
8164,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Ya,1,350000,2,Tidak,"Hamparan savana, Peninggalan sejarah, Kawah aktif","Hutan lebat dan lembab, Medan terbuka tanpa naungan, Variasi medan dataran rendah","Jasa porter, Toilet",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Sepanjang Tahun,3.0
8165,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Tidak,2,250000,2,Tergantung Musim,"City lights, Danau alami, Air terjun tersembunyi","Mendaki punggungan bukit, Jalur berpasir vulkanik",Petugas siaga,Jalur pedesaan yang sempit,Hutan hijau lebat,Sepanjang Tahun,3.6
8166,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,4,700000,4,Tidak,Jalur alternatif,"Medan berbatu, Melintasi jalur rel kereta api tua","Pusat informasi, Area camping, Area parkir",Dekat jalan raya utama,Hutan hijau lebat,Kemarau,4.1
8167,Suket,Bondowoso; Banyuwangi,2950,Sedang,Tidak,1,450000,2,Tergantung Musim,Lautan pasir,"Melintasi padang edelweis, Jalur curam di beberapa titik, Medan berbatu","Toilet, Area parkir",Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Semi,3.4
8168,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,150000,1,Tidak,Jalur utama,Melewati sungai kecil,"Mushola, Shelter, Sumber air",Jalur pedesaan yang sempit,Pemandangan perkebunan,Sepanjang Tahun,2.8
8169,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,1,250000,2,Tergantung Musim,"Lautan pasir, Hutan pinus, Situs purbakala","Tanjakan terjal, Jalur panjang dan melelahkan, Area padang rumput","Penyewaan alat camping, Shelter, Basecamp dasar",Membutuhkan kendaraan pribadi,Pemandangan kota,Sepanjang Tahun,3.7
8170,Arjuno,Malang,3339,Sangat Sulit,Tidak,5,1500000,4,Tidak,Danau alami,"Beberapa tanjakan curam, Medan berbatu","Warung, Jasa porter",Mudah dijangkau kendaraan umum,Sunset view,Sepanjang Tahun,4.4
8171,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,750000,3,Tergantung Musim,"Pemandangan kawah, Ranu Kumbolo, Pasir vulkanik","Jalur panjang dan melelahkan, Melintasi padang edelweis",Basecamp dasar,Dekat jalan raya utama,Pemandangan kawah,Sepanjang Tahun,3.5
8172,Panderman,Batu,2045,Sedang,Ya,2,350000,4,Tergantung Musim,Pasir vulkanik,"Jalur berpasir vulkanik, Mendaki punggungan bukit, Area padang rumput","Jasa porter, Toilet, Petugas siaga",Mudah dijangkau kendaraan umum,Savana,Sepanjang Tahun,3.5
8173,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,450000,2,Tidak,Puncak tertinggi,Area padang rumput,"Penginapan sederhana, Toilet",Membutuhkan ojek lokal,Savana,Musim Semi,4.3
8174,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Ya,1,450000,4,Tergantung Musim,"Puncak kembar, Candi kuno, Savana hijau",Tangga alami,"Basecamp dasar, Pos pendakian lengkap, Mushola",Dekat jalan raya utama,Savana,Musim Kemarau Awal,3.0
8175,Panderman,Batu,2045,Mudah,Ya,2,250000,2,Tidak,"Pasir vulkanik, Matahari terbit, Hamparan savana","Trek berbatu, Jalur panjang dan melelahkan","Pusat informasi, Area camping, Jasa porter","Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,3.4
8176,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,300000,1,Tidak,"Ranu Kumbolo, Air terjun alami, Jalur alternatif","Jalur curam di beberapa titik, Melewati sungai kecil","Penyewaan alat camping, Pos pendakian lengkap, Pusat informasi","Akses sulit, perlu off-road",Pemandangan kawah,Musim Kemarau Awal,3.9
8177,Ijen,Banyuwangi,2386,Mudah,Ya,1,250000,2,Tidak,"Pemandangan kota dari ketinggian, Savana hijau, Desa adat",Jalur aman dan terpelihara,Shelter,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Hindari Musim Hujan,4.4
8178,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,100000,2,Tidak,Danau kawah,"Beberapa tanjakan curam, Melewati sungai kecil, Banyak bonus pemandangan","Area camping, Shelter, Sumber air",Membutuhkan ojek lokal,Pemandangan kawah,Sepanjang Tahun,2.9
8179,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,600000,4,Tergantung Musim,"Adat istiadat unik, Gurun pasir",Banyak bonus pemandangan,"Sumber air, Pos pendakian lengkap, Area camping","Akses sulit, perlu off-road",Savana,Musim Semi,3.6
8180,Arjuno,Malang,3339,Sangat Sulit,Tidak,3,700000,5,Tidak,"Jalur menantang, Matahari terbit, Artefak kuno","Jalur berlumpur, Mendaki punggungan bukit",Jasa porter,Membutuhkan ojek lokal,Hutan hijau lebat,Sepanjang Tahun,4.4
8181,Suket,Bondowoso; Banyuwangi,2950,Sedang,Tidak,1,450000,4,Tidak,"Kawah vulkanik, Budaya lokal kental",Jalur berlumpur,Warung,Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Semi,2.8
8182,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,1,150000,2,Tidak,"Padang savana luas, Danau indah, Adat istiadat unik",Banyak bonus pemandangan,"Basecamp dasar, Penginapan sederhana, Toilet",Membutuhkan kendaraan pribadi,Pemandangan kawah,Hindari Musim Hujan,4.6
8183,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,750000,3,Ya,Pemandangan kawah,"Tangga alami, Jalur licin saat hujan","Penyewaan alat camping, Pos pendakian lengkap",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Kemarau,3.2
8184,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,1,350000,2,Tidak,"Pemandangan kawah, Candi kuno, Jalur utama",Trek berbatu,"Area camping, Area parkir",Dekat jalan raya utama,Pemandangan danau,Sepanjang Tahun,5.0
8185,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,600000,3,Tergantung Musim,"View matahari terbit, Puncak ikonik","Jalur berpasir vulkanik, Tanjakan terjal","Sumber air, Area camping, Shelter","Akses sulit, perlu off-road",Pemandangan kota,Hindari Musim Hujan,4.3
8186,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,600000,5,Tergantung Musim,"Panorama kota, Adat istiadat unik","Area padang rumput, Jalur berlumpur","Jasa porter, Area camping, Area parkir",Dekat jalan raya utama,Pemandangan perkebunan,Musim Kemarau Awal,3.5
8187,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,150000,2,Tidak,"Puncak tertinggi, Candi kuno, City lights","Jalur curam di beberapa titik, Trek berbatu",Mushola,Membutuhkan ojek lokal,Pemandangan kawah,Musim Kemarau Awal,2.9
8188,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,1,350000,4,Tidak,"Matahari terbit, Puncak tertinggi","Medan terbuka tanpa naungan, Area padang rumput","Warung, Penginapan sederhana","Akses sulit, perlu off-road",Pemandangan pegunungan,Kemarau,3.4
8189,Berungkal,Lumajang,1040,Mudah,Ya,1,250000,2,Tidak,Budaya lokal kental,"Jalur panjang dan melelahkan, Variasi medan dataran rendah, Hutan lebat dan lembab","Penginapan sederhana, Petugas siaga",Dekat jalan raya utama,Savana,Hindari Musim Hujan,2.6
8190,Baluran,Situbondo,1247,Mudah,Ya,1,150000,3,Tidak,"Panorama kota, Gurun pasir","Tanjakan terjal, Jalur panjang dan melelahkan","Penginapan sederhana, Mushola",Membutuhkan kendaraan pribadi,Pemandangan danau,Musim Kemarau Awal,3.4
8191,Panderman,Batu,2045,Mudah,Ya,1,150000,3,Tidak,View matahari terbit,Jalur landai,Basecamp dasar,Membutuhkan kendaraan pribadi,Pemandangan danau,Hindari Musim Hujan,3.8
8192,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,400000,5,Tergantung Musim,"Kawah aktif, Budaya lokal kental, Danau indah",Beberapa tanjakan curam,"Petugas siaga, Penginapan sederhana, Mushola","Akses sulit, perlu off-road",Pemandangan kota,Kemarau,3.1
8193,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,100000,2,Tidak,"Desa adat, Spot sunrise terbaik","Jalur aman dan terpelihara, Variasi medan dataran rendah","Pusat informasi, Penyewaan alat camping, Petugas siaga",Mudah dijangkau kendaraan umum,Sunset view,Kemarau,2.7
8194,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,150000,1,Tidak,"Kawah aktif, Puncak ikonik","Melintasi padang edelweis, Jalur aman dan terpelihara",Warung,Dekat jalan raya utama,Pemandangan pegunungan,Kemarau,2.7
8195,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,350000,2,Tidak,Matahari terbit,"Tangga alami, Variasi medan dataran rendah","Pusat informasi, Toilet, Penyewaan alat camping","Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,3.0
8196,Argoyayang,Jombang; Malang,2162,Sedang,Tidak,1,350000,4,Tergantung Musim,"Pemandangan kota dari ketinggian, Hamparan savana",Medan terbuka tanpa naungan,"Area camping, Pos pendakian lengkap",Membutuhkan ojek lokal,Pemandangan pegunungan,Kemarau,3.4
8197,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,100000,2,Tidak,"Hutan hujan tropis, Padang savana luas",Beberapa tanjakan curam,Pos pendakian lengkap,"Akses sulit, perlu off-road",Pemandangan laut,Sepanjang Tahun,2.7
8198,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,2,350000,3,Tidak,"City lights, Hamparan savana, Puncak tertinggi","Banyak bonus pemandangan, Jalur berlumpur","Mushola, Jasa porter",Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Kemarau Awal,4.5
8199,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Tidak,1,350000,4,Tidak,"Peninggalan sejarah, Hutan lebat","Melintasi jalur rel kereta api tua, Tangga alami","Area parkir, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Kemarau,3.5
8200,Raung,Bondowoso; Jember; Banyuwangi,3244,Sangat Sulit,Tidak,5,1000000,7,Tidak,"Danau alami, City lights, Hamparan savana","Medan berbatu, Jalur panjang dan melelahkan","Mushola, Penginapan sederhana",Dekat jalan raya utama,Pemandangan kawah,Hindari Musim Hujan,4.7
8201,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,250000,2,Tidak,Air terjun alami,"Jalur curam di beberapa titik, Beberapa tanjakan curam, Variasi medan dataran rendah","Pusat informasi, Mushola",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Kemarau,4.6
8202,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,1,450000,2,Tergantung Musim,"Hutan pinus, Puncak kembar","Jalur aman dan terpelihara, Tanjakan terjal","Jasa porter, Warung",Dekat jalan raya utama,Savana,Sepanjang Tahun,3.5
8203,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Tidak,2,450000,3,Tergantung Musim,Artefak kuno,Hutan lebat dan lembab,Area parkir,Membutuhkan kendaraan pribadi,Pemandangan danau,Hindari Musim Hujan,4.3
8204,Arjuno,Malang,3339,Sulit,Tidak,2,400000,4,Tergantung Musim,Jalur alternatif,Tangga alami,"Basecamp dasar, Mushola",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Kemarau,4.8
8205,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,2,400000,5,Ya,Gurun pasir,"Beberapa tanjakan curam, Melewati sungai kecil, Jalur landai","Jasa porter, Pos pendakian lengkap",Mudah dijangkau kendaraan umum,Pemandangan kota,Kemarau,4.1
8206,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,250000,2,Tergantung Musim,"Lautan pasir, Puncak tertinggi",Jalur berlumpur,"Jasa porter, Sumber air",Membutuhkan ojek lokal,Pemandangan perkebunan,Musim Kemarau Awal,3.8
8207,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,400000,5,Tergantung Musim,"Panorama kota, Adat istiadat unik, Artefak kuno","Beberapa tanjakan curam, Jalur licin saat hujan","Mushola, Penyewaan alat camping",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Musim Kemarau Awal,5.0
8208,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,200000,0,Tidak,Puncak kembar,"Hutan lebat dan lembab, Area padang rumput, Trek berbatu","Mushola, Basecamp dasar",Dekat jalan raya utama,Pemandangan danau,Hindari Musim Hujan,2.4
8209,Lawu,Magetan,3265,Sulit,Tidak,3,600000,4,Tergantung Musim,"Artefak kuno, Hutan lebat","Tangga alami, Melewati sungai kecil","Jasa porter, Toilet",Membutuhkan kendaraan pribadi,Sunset view,Musim Kemarau Awal,4.5
8210,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,350000,3,Tergantung Musim,Peninggalan sejarah,Melewati sungai kecil,Pos pendakian lengkap,"Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,3.4
8211,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,150000,2,Tidak,Banyak air terjun kecil,"Medan berbatu, Jalur landai, Area padang rumput","Toilet, Mushola",Dekat jalan raya utama,Pemandangan kota,Musim Kemarau Awal,4.6
8212,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,250000,2,Tidak,"Pemandangan sunrise, Candi kuno",Jalur landai,"Mushola, Toilet, Pusat informasi",Mudah dijangkau kendaraan umum,Savana,Musim Semi,3.0
8213,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,600000,4,Tergantung Musim,"Padang savana luas, Situs purbakala, Adat istiadat unik",Jalur berlumpur,"Warung, Penyewaan alat camping, Toilet",Jalur pedesaan yang sempit,Pemandangan danau,Musim Semi,2.9
8214,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,1,Tidak,"Budaya lokal kental, Puncak tertinggi","Jalur aman dan terpelihara, Medan berbatu, Hutan lebat dan lembab","Pos pendakian lengkap, Petugas siaga","Akses sulit, perlu off-road",Pemandangan danau,Musim Semi,4.0
8215,Ijen,Banyuwangi,2386,Mudah,Ya,1,300000,1,Tidak,"Air terjun alami, Panorama kota",Melewati sungai kecil,"Penginapan sederhana, Penyewaan alat camping, Basecamp dasar",Jalur pedesaan yang sempit,Pemandangan laut,Musim Semi,4.3
8216,Panderman,Batu,2045,Sedang,Ya,1,350000,2,Tergantung Musim,"Pemandangan kawah, Savana hijau, Artefak kuno","Mendaki punggungan bukit, Area padang rumput",Pusat informasi,"Akses sulit, perlu off-road",Pemandangan danau,Kemarau,4.2
8217,Panderman,Batu,2045,Sedang,Tidak,2,350000,4,Tergantung Musim,"Pasir vulkanik, Panorama kota, Flora dan fauna unik","Jalur landai, Tangga alami, Jalur panjang dan melelahkan","Penyewaan alat camping, Mushola, Sumber air",Membutuhkan ojek lokal,Pemandangan laut,Kemarau,4.0
8218,Semeru,Malang; Lumajang,3676,Sangat Sulit,Tidak,5,1500000,6,Tidak,"Hutan pinus, Air terjun tersembunyi","Variasi medan dataran rendah, Banyak bonus pemandangan","Jasa porter, Pusat informasi, Mushola",Membutuhkan ojek lokal,Savana,Hindari Musim Hujan,4.7
8219,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,100000,1,Tidak,"Bukit savana, Situs purbakala","Banyak bonus pemandangan, Jalur panjang dan melelahkan, Jalur aman dan terpelihara","Pusat informasi, Jasa porter",Dekat jalan raya utama,Pemandangan kota,Hindari Musim Hujan,3.4
8220,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,2,400000,4,Ya,"Pemandangan kota dari ketinggian, Adat istiadat unik","Melewati sungai kecil, Jalur landai","Petugas siaga, Sumber air, Basecamp dasar",Jalur pedesaan yang sempit,Pemandangan kawah,Musim Semi,4.3
8221,Berungkal,Lumajang,1040,Mudah,Ya,1,300000,3,Tidak,Puncak kembar,Medan berbatu,"Petugas siaga, Toilet, Penginapan sederhana",Jalur pedesaan yang sempit,Savana,Musim Semi,3.1
8222,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,300000,2,Tidak,Bukit savana,"Melewati sungai kecil, Variasi medan dataran rendah, Tanjakan terjal",Basecamp dasar,Membutuhkan kendaraan pribadi,Savana,Sepanjang Tahun,3.1
8223,Panderman,Batu,2045,Sedang,Tidak,2,450000,4,Tergantung Musim,"Desa adat, Lautan pasir",Trek berbatu,"Jasa porter, Area camping",Dekat jalan raya utama,Pemandangan danau,Sepanjang Tahun,3.6
8224,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,150000,1,Tidak,"Pemandangan kawah, Puncak ikonik","Melintasi padang edelweis, Tangga alami","Petugas siaga, Pusat informasi, Penginapan sederhana",Membutuhkan kendaraan pribadi,Sunset view,Kemarau,2.5
8225,Raung,Bondowoso; Jember; Banyuwangi,3244,Sangat Sulit,Tidak,3,1500000,7,Tidak,"Artefak kuno, Gurun pasir",Jalur licin saat hujan,Pusat informasi,Dekat jalan raya utama,Sunset view,Sepanjang Tahun,4.9
8226,Raung,Bondowoso; Jember; Banyuwangi,3244,Sangat Sulit,Tidak,4,900000,5,Tidak,"Pemandangan sunrise, Puncak kembar, Danau kawah",Area padang rumput,Jasa porter,Dekat jalan raya utama,Pemandangan laut,Kemarau,5.0
8227,Ijen,Banyuwangi,2386,Mudah,Ya,1,250000,3,Tidak,"Danau alami, Pemandangan kota dari ketinggian, Pasir vulkanik","Jalur berlumpur, Medan berbatu, Jalur aman dan terpelihara","Jasa porter, Pos pendakian lengkap, Area parkir",Membutuhkan ojek lokal,Pemandangan laut,Hindari Musim Hujan,4.4
8228,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,150000,1,Tidak,Jalur utama,Tangga alami,"Penyewaan alat camping, Petugas siaga, Jasa porter",Mudah dijangkau kendaraan umum,Pemandangan kota,Hindari Musim Hujan,3.6
8229,Lawu,Magetan,3265,Sulit,Tidak,3,400000,5,Ya,"Budaya lokal kental, Danau indah",Hutan lebat dan lembab,"Area camping, Pos pendakian lengkap",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Hindari Musim Hujan,4.3
8230,Arjuno,Malang,3339,Sulit,Tidak,2,750000,5,Ya,Air terjun tersembunyi,Melintasi padang edelweis,"Mushola, Area camping",Dekat jalan raya utama,Sunset view,Sepanjang Tahun,4.0
8231,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,750000,3,Ya,"Lautan pasir, Jalur menantang, Kawah vulkanik","Area padang rumput, Melintasi padang edelweis, Jalur curam di beberapa titik","Mushola, Area camping",Dekat jalan raya utama,Pemandangan kota,Musim Semi,3.2
8232,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,250000,2,Tidak,"Danau indah, Jalur utama","Jalur aman dan terpelihara, Beberapa tanjakan curam, Melewati sungai kecil",Pos pendakian lengkap,Jalur pedesaan yang sempit,Pemandangan laut,Musim Kemarau Awal,2.4
8233,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,600000,4,Tergantung Musim,"Artefak kuno, Puncak tertinggi, Danau alami","Beberapa tanjakan curam, Jalur landai","Mushola, Toilet, Warung",Jalur pedesaan yang sempit,Savana,Musim Kemarau Awal,3.7
